Library,Operation,Depth,Width,Content,n,sw_stat,sw_p_value,normal
STJSrcGen,Deserialize,2,20,Numeric,15,0.8648162125560517,0.028339136158685167,FALSE
STJSrcGen,Deserialize,2,20,Boolean,15,0.9342571338601144,0.31559854069561366,TRUE
STJSrcGen,Deserialize,2,50,Textual,15,0.46998638069362564,2.0333596804131528e-6,FALSE
STJSrcGen,Deserialize,2,50,Numeric,15,0.7604598590272142,0.001193790858875872,FALSE
STJSrcGen,Deserialize,2,50,Boolean,15,0.6288522353319203,4.745288299206009e-5,FALSE
STJSrcGen,Deserialize,2,100,Textual,15,0.7775989986785683,0.0019237046383492626,FALSE
STJSrcGen,Deserialize,2,100,Numeric,15,0.5904730830854878,2.0847862507096515e-5,FALSE
STJSrcGen,Deserialize,2,100,Boolean,15,0.5775661457046575,1.5964901325029378e-05,FALSE
STJSrcGen,Deserialize,5,5,Textual,15,0.6489965919070526,7.445155015859061e-5,FALSE
STJSrcGen,Deserialize,5,5,Numeric,15,0.8082235691825597,0.004696634576749845,FALSE
STJSrcGen,Deserialize,5,5,Boolean,15,0.702426373519397,2.6384241959058767e-4,FALSE
STJSrcGen,Deserialize,5,20,Textual,15,0.7224132329657482,4.361299659496358e-4,FALSE
STJSrcGen,Deserialize,5,20,Numeric,15,0.7400640523164224,6.898892098534177e-4,FALSE
STJSrcGen,Deserialize,5,20,Boolean,15,0.5725803072527252,1.4418998440761864e-5,FALSE
STJSrcGen,Deserialize,5,50,Textual,15,0.5740639587342726,1.4861623627346395e-5,FALSE
STJSrcGen,Deserialize,5,50,Numeric,15,0.5964393365427674,2.3622736545070027e-5,FALSE
STJSrcGen,Deserialize,5,50,Boolean,15,0.808435274308526,0.00472659262643626,FALSE
STJSrcGen,Deserialize,5,100,Textual,15,0.642679919020456,6.455051279783358e-5,FALSE
STJSrcGen,Deserialize,5,100,Numeric,15,0.6819078203342666,1.602313454117687e-4,FALSE
STJSrcGen,Deserialize,5,100,Boolean,15,0.6043656981732058,2.7933622698892024e-5,FALSE
STJSrcGen,Deserialize,10,5,Textual,15,0.8210810379809443,0.006943996888897355,FALSE
STJSrcGen,Deserialize,10,5,Numeric,15,0.729498816426916,5.233851374042087e-4,FALSE
STJSrcGen,Deserialize,10,5,Boolean,15,0.49464415487468616,3.1849779508439136e-6,FALSE
STJSrcGen,Deserialize,10,20,Textual,15,0.7157156012937012,3.6782353677301994e-4,FALSE
STJSrcGen,Deserialize,10,20,Numeric,15,0.7538280937690688,9.96587516550472e-4,FALSE
STJSrcGen,Deserialize,10,20,Boolean,15,0.7155397470670296,3.6619184648266855e-4,FALSE
STJSrcGen,Deserialize,10,50,Textual,15,0.7417639168832897,7.21592358531107e-4,FALSE
STJSrcGen,Deserialize,10,50,Numeric,15,0.9350017308894047,0.32365052664355753,TRUE
STJSrcGen,Deserialize,10,50,Boolean,15,0.6050464324304848,2.834112046030941e-5,FALSE
STJSrcGen,Deserialize,10,100,Textual,15,0.5828786336597309,1.78083117808676e-5,FALSE
STJSrcGen,Deserialize,10,100,Numeric,15,0.7333107532612204,5.778867594514726e-4,FALSE
STJSrcGen,Deserialize,10,100,Boolean,15,0.6934562037175417,2.1171566882964446e-4,FALSE
STJSrcGen,Deserialize,20,5,Textual,15,0.6951682821020919,2.2074363846587384e-4,FALSE
STJSrcGen,Deserialize,20,5,Numeric,15,0.7221963691744688,4.337177180159479e-4,FALSE
STJSrcGen,Deserialize,20,5,Boolean,15,0.7652541657683934,0.0013621334824708213,FALSE
STJSrcGen,Deserialize,20,20,Textual,15,0.6504181455078932,7.689585006539579e-5,FALSE
STJSrcGen,Deserialize,20,20,Numeric,15,0.7681471515075387,0.0014758424190158442,FALSE
STJSrcGen,Deserialize,20,20,Boolean,15,0.6954710839420115,2.2238268596868198e-4,FALSE
STJSrcGen,Deserialize,20,50,Textual,15,0.6392979184439285,5.9835633896574194e-5,FALSE
STJSrcGen,Deserialize,20,50,Numeric,15,0.6012004146493024,2.6119207087998427e-5,FALSE
STJSrcGen,Deserialize,20,50,Boolean,15,0.6809165946143556,1.5648284414387134e-4,FALSE
STJSrcGen,Deserialize,20,100,Textual,15,0.6930809099070734,2.097898846582948e-4,FALSE
STJSrcGen,Deserialize,20,100,Numeric,15,0.6061772262704372,2.903210372567548e-5,FALSE
STJSrcGen,Deserialize,20,100,Boolean,15,0.6047174711853034,2.814341361609491e-5,FALSE
STJSrcGen,Serialize,2,5,Textual,15,0.53885144899844,7.365507669776362e-6,FALSE
STJSrcGen,Serialize,2,5,Numeric,15,0.5947026492901598,2.277651203188109e-5,FALSE
STJSrcGen,Serialize,2,5,Boolean,15,0.5330475544810366,6.580564468737222e-6,FALSE
STJSrcGen,Serialize,2,20,Textual,15,0.656343028694671,8.804495160606839e-5,FALSE
STJSrcGen,Serialize,2,20,Numeric,15,0.5829212363516358,1.782398060317466e-5,FALSE
STJSrcGen,Serialize,2,20,Boolean,15,0.7602729984957197,0.0011876969288571813,FALSE
STJSrcGen,Serialize,2,50,Textual,15,0.7022022482479575,2.6238484552006585e-4,FALSE
STJSrcGen,Serialize,2,50,Numeric,15,0.7004377588966862,2.512056128893381e-4,FALSE
STJSrcGen,Serialize,2,50,Boolean,15,0.5923690170651905,2.1689943560536458e-5,FALSE
STJSrcGen,Serialize,2,100,Textual,15,0.7702061199643512,0.0015629232057488651,FALSE
STJSrcGen,Serialize,2,100,Numeric,15,0.5269198521962946,5.847600006762546e-6,FALSE
STJSrcGen,Serialize,2,100,Boolean,15,0.7518223115113278,9.440339323854834e-4,FALSE
STJSrcGen,Serialize,5,5,Textual,15,0.607231512184131,2.969253211597539e-5,FALSE
STJSrcGen,Serialize,5,5,Numeric,15,0.5637479881322743,1.2058613987464532e-5,FALSE
STJSrcGen,Serialize,5,5,Boolean,15,0.5824526516191955,1.7652444821122454e-5,FALSE
STJSrcGen,Serialize,5,20,Textual,15,0.4925868237411398,3.0664113288167795e-6,FALSE
STJSrcGen,Serialize,5,20,Numeric,15,0.7165414440793427,3.755907798467223e-4,FALSE
STJSrcGen,Serialize,5,20,Boolean,15,0.513693975361184,4.545684330488436e-6,FALSE
STJSrcGen,Serialize,5,50,Textual,15,0.757646630254042,0.0011054717819805073,FALSE
STJSrcGen,Serialize,5,50,Numeric,15,0.5196132295005202,5.085483476711131e-6,FALSE
STJSrcGen,Serialize,5,50,Boolean,15,0.4658328002200557,1.8876684047788196e-6,FALSE
STJSrcGen,Serialize,5,100,Textual,15,0.660996897472446,9.8009812442199e-5,FALSE
STJSrcGen,Serialize,5,100,Numeric,15,0.6533891956663705,8.228531795056766e-5,FALSE
STJSrcGen,Serialize,5,100,Boolean,15,0.8167536380863031,0.006080923015411484,FALSE
STJSrcGen,Serialize,10,5,Textual,15,0.7930289758219762,0.0029961626415565177,FALSE
STJSrcGen,Serialize,10,5,Numeric,15,0.5307396140708802,6.2936263254254145e-6,FALSE
STJSrcGen,Serialize,10,5,Boolean,15,0.6998279846848632,2.474614556867e-4,FALSE
STJSrcGen,Serialize,10,20,Textual,15,0.6536975630587335,8.286735704321053e-5,FALSE
STJSrcGen,Serialize,10,20,Numeric,15,0.6495646403732399,7.541819082244411e-5,FALSE
STJSrcGen,Serialize,10,20,Boolean,15,0.691823304379665,2.0347176876317567e-4,FALSE
STJSrcGen,Serialize,10,50,Textual,15,0.8925444413928134,0.07328256279124194,TRUE
STJSrcGen,Serialize,10,50,Numeric,15,0.8106307689930066,0.005049559974682015,FALSE
STJSrcGen,Serialize,10,50,Boolean,15,0.6818910897652444,1.6016728633766448e-4,FALSE
STJSrcGen,Serialize,10,100,Textual,15,0.798227862780131,0.003489055263246502,FALSE
STJSrcGen,Serialize,10,100,Numeric,15,0.7128046190185733,3.417844735610118e-4,FALSE
STJSrcGen,Serialize,10,100,Boolean,15,0.6168030430616414,3.647598134649598e-5,FALSE
STJSrcGen,Serialize,20,5,Textual,15,0.6794907969266237,1.5125421218950511e-4,FALSE
STJSrcGen,Serialize,20,5,Numeric,15,0.46851355107465775,1.980375258241353e-6,FALSE
STJSrcGen,Serialize,20,5,Boolean,15,0.5066941760224745,3.984929198554915e-6,FALSE
STJSrcGen,Serialize,20,20,Textual,15,0.5691855119117876,1.3458190889323398e-5,FALSE
STJSrcGen,Serialize,20,20,Numeric,15,0.48799059673169143,2.8181590700215383e-6,FALSE
STJSrcGen,Serialize,20,20,Boolean,15,0.49582374363965764,3.255151212906264e-6,FALSE
STJSrcGen,Serialize,20,50,Textual,15,0.8540252255441454,0.01981074446232818,FALSE
STJSrcGen,Serialize,20,50,Numeric,15,0.623202661943975,4.192198896967699e-5,FALSE
STJSrcGen,Serialize,20,50,Boolean,15,0.6947832310708741,2.1867798790342456e-4,FALSE
STJSrcGen,Serialize,20,100,Textual,15,0.8763313788105899,0.04184160959885979,FALSE
STJSrcGen,Serialize,20,100,Numeric,15,0.6872563510355638,1.821825281240255e-4,FALSE
STJSrcGen,Serialize,20,100,Boolean,15,0.524337554521464,5.565214754357684e-6,FALSE
Newtonsoft,Deserialize,2,5,Textual,15,0.7555601848918596,0.0010444864209896414,FALSE
Newtonsoft,Deserialize,2,5,Numeric,15,0.8594335044323516,0.023683353562287842,FALSE
Newtonsoft,Deserialize,2,5,Boolean,15,0.7131196976461649,3.44505425327326e-4,FALSE
Newtonsoft,Deserialize,2,20,Textual,15,0.6942496523811861,2.1584959173054735e-4,FALSE
Newtonsoft,Deserialize,2,20,Numeric,15,0.6788983948227058,1.491369059103063e-4,FALSE
Newtonsoft,Deserialize,2,20,Boolean,15,0.5896320041902364,2.0485517979673105e-5,FALSE
Newtonsoft,Deserialize,2,50,Textual,15,0.6370860386676567,5.695170524435134e-5,FALSE
Newtonsoft,Deserialize,2,50,Numeric,15,0.5442923793978098,8.192352965901633e-6,FALSE
Newtonsoft,Deserialize,2,50,Boolean,15,0.733779269264708,5.849927163020687e-4,FALSE
Newtonsoft,Deserialize,2,100,Textual,15,0.5009374228429698,3.5789491323996323e-6,FALSE
Newtonsoft,Deserialize,2,100,Numeric,15,0.6495606786696065,7.541140305886414e-5,FALSE
Newtonsoft,Deserialize,2,100,Boolean,15,0.8478005491586824,0.0161668359437324,FALSE
Newtonsoft,Deserialize,5,5,Textual,15,0.824428364218347,0.007700793315148933,FALSE
Newtonsoft,Deserialize,5,5,Numeric,15,0.6932415107093719,2.1061169301627962e-4,FALSE
Newtonsoft,Deserialize,5,5,Boolean,15,0.5978556975188329,2.4337687081012315e-5,FALSE
Newtonsoft,Deserialize,5,20,Textual,15,0.7451133414340176,7.887057858604726e-4,FALSE
Newtonsoft,Deserialize,5,20,Numeric,15,0.434674203550497,1.0925349651811262e-6,FALSE
Newtonsoft,Deserialize,5,20,Boolean,15,0.7588694320169611,0.001142971810902388,FALSE
Newtonsoft,Deserialize,5,50,Textual,15,0.5738681909659338,1.4802399159430843e-5,FALSE
Newtonsoft,Deserialize,5,50,Numeric,15,0.5518135858850295,9.501920153679596e-6,FALSE
Newtonsoft,Deserialize,5,50,Boolean,15,0.5742754206032543,1.4925879708695128e-5,FALSE
Newtonsoft,Deserialize,5,100,Textual,15,0.7127523635991084,3.413354300485249e-4,FALSE
Newtonsoft,Deserialize,5,100,Numeric,15,0.463188674848669,1.8007368537399237e-6,FALSE
Newtonsoft,Deserialize,5,100,Boolean,15,0.6139581455520686,3.430200160872945e-5,FALSE
Newtonsoft,Deserialize,10,5,Textual,15,0.6989799464046668,2.4235304684627992e-4,FALSE
Newtonsoft,Deserialize,10,5,Numeric,15,0.6278706823284494,4.643868273100139e-5,FALSE
Newtonsoft,Deserialize,10,5,Boolean,15,0.5596581101255278,1.1108403429523215e-5,FALSE
Newtonsoft,Deserialize,10,20,Textual,15,0.6256527022726566,4.4231096808343355e-5,FALSE
Newtonsoft,Deserialize,10,20,Numeric,15,0.5869839305782285,1.938787668397308e-5,FALSE
Newtonsoft,Deserialize,10,20,Boolean,15,0.6538036141207026,8.306854087332533e-5,FALSE
Newtonsoft,Deserialize,10,50,Textual,15,0.5013274985692744,3.6050176808474607e-6,FALSE
Newtonsoft,Deserialize,10,50,Numeric,15,0.601077981860496,2.605159987152099e-5,FALSE
Newtonsoft,Deserialize,10,50,Boolean,15,0.6228948303697843,4.1641084570487816e-5,FALSE
Newtonsoft,Deserialize,10,100,Textual,15,0.667698198776532,1.1452909829671193e-4,FALSE
Newtonsoft,Deserialize,10,100,Numeric,15,0.599017288481926,2.4941250178142983e-5,FALSE
Newtonsoft,Deserialize,10,100,Boolean,15,0.49821209977325154,3.4023210464046013e-6,FALSE
Newtonsoft,Deserialize,20,5,Textual,15,0.7210158787937337,4.2083422511927205e-4,FALSE
Newtonsoft,Deserialize,20,5,Numeric,15,0.6160675480018889,3.590020972487732e-5,FALSE
Newtonsoft,Deserialize,20,5,Boolean,15,0.591572929241978,2.1332026677590226e-5,FALSE
Newtonsoft,Deserialize,20,20,Textual,15,0.6242390781469291,4.288269934624051e-5,FALSE
Newtonsoft,Deserialize,20,20,Numeric,15,0.5044983973193509,3.824576330294157e-6,FALSE
Newtonsoft,Deserialize,20,20,Boolean,15,0.5598651245884236,1.1154531078258629e-5,FALSE
Newtonsoft,Deserialize,20,50,Textual,15,0.562581984132464,1.1779191488415124e-5,FALSE
Newtonsoft,Deserialize,20,50,Numeric,15,0.5130666594076552,4.492159619779228e-6,FALSE
Newtonsoft,Deserialize,20,50,Boolean,15,0.5686124172928709,1.3302835914498124e-5,FALSE
Newtonsoft,Deserialize,20,100,Textual,15,0.7119924544503764,3.3487606255683375e-4,FALSE
Newtonsoft,Deserialize,20,100,Numeric,15,0.793417670832213,0.003030312126299438,FALSE
Newtonsoft,Deserialize,20,100,Boolean,15,0.5542077611562505,9.964220604182821e-6,FALSE
Newtonsoft,Serialize,2,5,Textual,15,0.7873106794992046,0.002538536636850901,FALSE
Newtonsoft,Serialize,2,5,Numeric,15,0.7898959494449571,0.0027354447757447233,FALSE
Newtonsoft,Serialize,2,5,Boolean,15,0.9343998586221115,0.31712827152873835,TRUE
Newtonsoft,Serialize,2,20,Textual,15,0.6153173594825214,3.532290808241344e-5,FALSE
Newtonsoft,Serialize,2,20,Numeric,15,0.9572962045447554,0.6455342796630819,TRUE
Newtonsoft,Serialize,2,20,Boolean,15,0.93185412906696,0.29080199580066923,TRUE
Newtonsoft,Serialize,2,50,Textual,15,0.6236624535039517,4.2345330993346936e-5,FALSE
Newtonsoft,Serialize,2,50,Numeric,15,0.6877859413827846,1.8452457471222446e-4,FALSE
Newtonsoft,Serialize,2,50,Boolean,15,0.5334738818154013,6.63507584624476e-6,FALSE
Newtonsoft,Serialize,2,100,Textual,15,0.5286038940806868,6.039947809156874e-6,FALSE
Newtonsoft,Serialize,2,100,Numeric,15,0.8345732844871342,0.010581012356741,FALSE
Newtonsoft,Serialize,2,100,Boolean,15,0.8335727710104498,0.010251678262988019,FALSE
Newtonsoft,Serialize,5,5,Textual,15,0.638629801165194,5.894844012157001e-5,FALSE
Newtonsoft,Serialize,5,5,Numeric,15,0.5272616461473516,5.886104906402915e-6,FALSE
Newtonsoft,Serialize,5,5,Boolean,15,0.6481204977261487,7.29865386245308e-5,FALSE
Newtonsoft,Serialize,5,20,Textual,15,0.5882272916064455,1.989523898411522e-5,FALSE
Newtonsoft,Serialize,5,20,Numeric,15,0.7230223513620421,4.429823571781176e-4,FALSE
Newtonsoft,Serialize,5,20,Boolean,15,0.8766683996703826,0.0423262551494224,FALSE
Newtonsoft,Serialize,5,50,Textual,15,0.7934197778243471,0.0030304983673188537,FALSE
Newtonsoft,Serialize,5,50,Numeric,15,0.6765543279070889,1.4106415605186847e-4,FALSE
Newtonsoft,Serialize,5,50,Boolean,15,0.6495806830384092,7.544568410206568e-5,FALSE
Newtonsoft,Serialize,5,100,Textual,15,0.4155017153543866,7.875259520879026e-7,FALSE
Newtonsoft,Serialize,5,100,Numeric,15,0.47304161081983964,2.1481381737933934e-6,FALSE
Newtonsoft,Serialize,5,100,Boolean,15,0.4359999189541661,1.1178275750876697e-6,FALSE
Newtonsoft,Serialize,10,5,Textual,15,0.7252068664971763,4.6851883920544116e-4,FALSE
Newtonsoft,Serialize,10,5,Numeric,15,0.6867748333584245,1.8008061135986366e-4,FALSE
Newtonsoft,Serialize,10,5,Boolean,15,0.7656637498019263,0.0013776471304523597,FALSE
Newtonsoft,Serialize,10,20,Textual,15,0.6719041626336125,1.2639740075442272e-4,FALSE
Newtonsoft,Serialize,10,20,Numeric,15,0.5533163634583064,9.789357691357452e-6,FALSE
Newtonsoft,Serialize,10,20,Boolean,15,0.8493635777554196,0.01700955138903265,FALSE
Newtonsoft,Serialize,10,50,Textual,15,0.657779899036875,9.100087318338941e-5,FALSE
Newtonsoft,Serialize,10,50,Numeric,15,0.4263187903382889,9.464941943652724e-7,FALSE
Newtonsoft,Serialize,10,50,Boolean,15,0.7454266937020475,7.95317161310354e-4,FALSE
Newtonsoft,Serialize,10,100,Textual,15,0.494382367204692,3.169623637618429e-6,FALSE
Newtonsoft,Serialize,10,100,Numeric,15,0.5844653624004181,1.840192852321187e-5,FALSE
Newtonsoft,Serialize,10,100,Boolean,15,0.749744845663764,8.927089721855877e-4,FALSE
Newtonsoft,Serialize,20,5,Textual,15,0.39287850105782507,5.397161300701096e-7,FALSE
Newtonsoft,Serialize,20,5,Numeric,15,0.5648620257746368,1.233218719120106e-5,FALSE
Newtonsoft,Serialize,20,5,Boolean,15,0.7077308877350088,3.0098961330383126e-4,FALSE
Newtonsoft,Serialize,20,20,Textual,15,0.41087725724081336,7.284586754565646e-7,FALSE
Newtonsoft,Serialize,20,20,Numeric,15,0.5923079093267893,2.1662244314166415e-5,FALSE
Newtonsoft,Serialize,20,20,Boolean,15,0.6119691798236324,3.286440038262518e-5,FALSE
Newtonsoft,Serialize,20,50,Textual,15,0.7598263647623656,0.001173265408960523,FALSE
Newtonsoft,Serialize,20,50,Numeric,15,0.4270209441714228,9.57928934901883e-7,FALSE
Newtonsoft,Serialize,20,50,Boolean,15,0.4546641090087582,1.5482871697109823e-6,FALSE
Newtonsoft,Serialize,20,100,Textual,15,0.5067245906961758,3.987199919511787e-6,FALSE
Newtonsoft,Serialize,20,100,Numeric,15,0.4490786328072709,1.4034832520220794e-6,FALSE
Newtonsoft,Serialize,20,100,Boolean,15,0.5512495271186502,9.396364142684694e-6,FALSE
