Library,Operation,Dimension,Content,FixedOther,from_level,to_level,from_E,to_E,from_per_element,to_per_element,W_ratio,E_ratio,per_element_ratio,Transition
STJRefGen,Deserialize,Depth,Numeric,W=50,2,5,284.92,717.542,142.46,143.5084,2.5,2.518398146848238,1.0073592587392952,D2 -> D5
STJRefGen,Deserialize,Depth,Numeric,W=50,5,10,717.542,1427.2359999999999,143.5084,142.72359999999998,2,1.989062661140393,0.9945313305701965,D5 -> D10
STJRefGen,Deserialize,Depth,Numeric,W=50,10,20,1427.2359999999999,2911.814,142.72359999999998,145.5907,2,2.040176957419796,1.0200884787098983,D10 -> D20
STJRefGen,Deserialize,Depth,Numeric,W=100,2,5,1013.8746666666667,2786.7006666666666,506.93733333333336,557.3401333333334,2.5,2.748565240148026,1.0994260960592106,D2 -> D5
STJRefGen,Deserialize,Depth,Numeric,W=100,5,10,2786.7006666666666,5549.049333333333,557.3401333333334,554.9049333333334,2,1.9912613506390233,0.9956306753195117,D5 -> D10
STJRefGen,Deserialize,Depth,Numeric,W=100,10,20,5549.049333333333,10100.882,554.9049333333334,505.04409999999996,2,1.8202905386556303,0.910145269327815,D10 -> D20
STJRefGen,Deserialize,Depth,Boolean,W=5,2,5,29.036,70.47933333333333,14.518,14.095866666666666,2.5,2.42730862836938,0.9709234513477522,D2 -> D5
STJRefGen,Deserialize,Depth,Boolean,W=5,5,10,70.47933333333333,150.04066666666668,14.095866666666666,15.004066666666668,2,2.1288604697358093,1.0644302348679047,D5 -> D10
STJRefGen,Deserialize,Depth,Boolean,W=5,10,20,150.04066666666668,295.7986666666667,15.004066666666668,14.789933333333334,2,1.9714566273143725,0.9857283136571862,D10 -> D20
STJRefGen,Deserialize,Depth,Boolean,W=20,2,5,94.64,244.56266666666667,47.32,48.912533333333336,2.5,2.584136376444069,1.0336545505776276,D2 -> D5
STJRefGen,Deserialize,Depth,Boolean,W=20,5,10,244.56266666666667,487.418,48.912533333333336,48.7418,2,1.9930188308926955,0.9965094154463476,D5 -> D10
STJRefGen,Deserialize,Depth,Boolean,W=20,10,20,487.418,994.7986666666667,48.7418,49.73993333333333,2,2.0409559488296836,1.0204779744148418,D10 -> D20
STJRefGen,Deserialize,Depth,Boolean,W=50,2,5,237.51266666666666,591.414,118.75633333333333,118.2828,2.5,2.490031408851177,0.9960125635404709,D2 -> D5
STJRefGen,Deserialize,Depth,Boolean,W=50,5,10,591.414,1232.364,118.2828,123.2364,2,2.083758585356451,1.0418792926782254,D5 -> D10
STJRefGen,Deserialize,Depth,Boolean,W=50,10,20,1232.364,2431.845333333333,123.2364,121.59226666666666,2,1.9733174073028206,0.9866587036514103,D10 -> D20
STJRefGen,Deserialize,Depth,Boolean,W=100,2,5,924.4413333333333,2308.4513333333334,462.22066666666666,461.6902666666667,2.5,2.4971312403455204,0.9988524961382081,D2 -> D5
STJRefGen,Deserialize,Depth,Boolean,W=100,5,10,2308.4513333333334,5063.753333333333,461.6902666666667,506.3753333333333,2,2.1935716210319356,1.0967858105159678,D5 -> D10
STJRefGen,Deserialize,Depth,Boolean,W=100,10,20,5063.753333333333,10449.35,506.3753333333333,522.4675,2,2.0635582565238173,1.0317791282619084,D10 -> D20
STJRefGen,Serialize,Depth,Textual,W=5,2,5,19.982666666666667,44.28066666666666,9.991333333333333,8.856133333333332,2.5,2.2159538266497627,0.8863815306599051,D2 -> D5
STJRefGen,Serialize,Depth,Textual,W=5,5,10,44.28066666666666,93.19733333333333,8.856133333333332,9.319733333333334,2,2.10469580403788,1.05234790201894,D5 -> D10
STJRefGen,Serialize,Depth,Textual,W=5,10,20,93.19733333333333,185.514,9.319733333333334,9.2757,2,1.9905505164668518,0.9952752582334259,D10 -> D20
STJRefGen,Serialize,Depth,Textual,W=20,2,5,61.35266666666667,146.69466666666668,30.676333333333336,29.338933333333337,2.5,2.3910071825185537,0.9564028730074217,D2 -> D5
STJRefGen,Serialize,Depth,Textual,W=20,5,10,146.69466666666668,307.542,29.338933333333337,30.754199999999997,2,2.096477036202179,1.0482385181010896,D5 -> D10
STJRefGen,Serialize,Depth,Textual,W=20,10,20,307.542,596.1053333333333,30.754199999999997,29.805266666666665,2,1.9382891876014767,0.9691445938007384,D10 -> D20
STJRefGen,Serialize,Depth,Textual,W=50,2,5,154.90066666666667,394.4294117647059,77.45033333333333,78.88588235294118,2.5,2.5463377288974818,1.0185350915589928,D2 -> D5
STJRefGen,Serialize,Depth,Textual,W=50,5,10,394.4294117647059,761.5426666666667,78.88588235294118,76.15426666666667,2,1.9307451319602902,0.9653725659801451,D5 -> D10
STJRefGen,Serialize,Depth,Textual,W=50,10,20,761.5426666666667,1544.9033333333334,76.15426666666667,77.24516666666668,2,2.02864974078931,1.014324870394655,D10 -> D20
STJRefGen,Serialize,Depth,Textual,W=100,2,5,342.18,853.7273333333334,171.09,170.7454666666667,2.5,2.4949656126405206,0.9979862450562084,D2 -> D5
STJRefGen,Serialize,Depth,Textual,W=100,5,10,853.7273333333334,1770.8746666666666,170.7454666666667,177.08746666666667,2,2.074286013254817,1.0371430066274085,D5 -> D10
STJRefGen,Serialize,Depth,Textual,W=100,10,20,1770.8746666666666,3791.476,177.08746666666667,189.5738,2,2.141018826101753,1.0705094130508765,D10 -> D20
STJRefGen,Serialize,Depth,Numeric,W=5,2,5,16.292,36.692,8.146,7.3384,2.5,2.2521482936410506,0.9008593174564202,D2 -> D5
STJRefGen,Serialize,Depth,Numeric,W=5,5,10,36.692,75.41333333333334,7.3384,7.541333333333334,2,2.055307242268978,1.027653621134489,D5 -> D10
STJRefGen,Serialize,Depth,Numeric,W=5,10,20,75.41333333333334,149.37733333333333,7.541333333333334,7.468866666666666,2,1.980781471004243,0.9903907355021214,D10 -> D20
STJRefGen,Serialize,Depth,Numeric,W=20,2,5,47.903333333333336,122.65933333333334,23.951666666666668,24.531866666666666,2.5,2.5605594600236588,1.0242237840094635,D2 -> D5
STJRefGen,Serialize,Depth,Numeric,W=20,5,10,122.65933333333334,232.99133333333333,24.531866666666666,23.299133333333334,2,1.8994994265961551,0.9497497132980777,D5 -> D10
STJRefGen,Serialize,Depth,Numeric,W=20,10,20,232.99133333333333,447.418,23.299133333333334,22.3709,2,1.9203203552635721,0.960160177631786,D10 -> D20
STJRefGen,Serialize,Depth,Numeric,W=50,2,5,115.032,294.204,57.516,58.8408,2.5,2.557583976632589,1.0230335906530357,D2 -> D5
STJRefGen,Serialize,Depth,Numeric,W=50,5,10,294.204,564.9893333333333,58.8408,56.49893333333333,2,1.9203999039215418,0.960199951960771,D5 -> D10
STJRefGen,Serialize,Depth,Numeric,W=50,10,20,564.9893333333333,1103.4626666666666,56.49893333333333,55.173133333333325,2,1.953068140519467,0.9765340702597334,D10 -> D20
STJRefGen,Serialize,Depth,Numeric,W=100,2,5,274.04266666666666,686.188,137.02133333333333,137.2376,2.5,2.503945857579355,1.001578343031742,D2 -> D5
STJRefGen,Serialize,Depth,Numeric,W=100,5,10,686.188,1306.4186666666667,137.2376,130.64186666666666,2,1.903878626071378,0.951939313035689,D5 -> D10
STJRefGen,Serialize,Depth,Numeric,W=100,10,20,1306.4186666666667,2910.574,130.64186666666666,145.52870000000001,2,2.227902948927041,1.1139514744635208,D10 -> D20
STJRefGen,Serialize,Depth,Boolean,W=5,2,5,14.569333333333335,32.306,7.284666666666667,6.4612,2.5,2.217397272810469,0.8869589091241877,D2 -> D5
STJRefGen,Serialize,Depth,Boolean,W=5,5,10,32.306,68.86333333333333,6.4612,6.886333333333333,2,2.1315957820012796,1.0657978910006396,D5 -> D10
STJRefGen,Serialize,Depth,Boolean,W=5,10,20,68.86333333333333,140.43133333333333,6.886333333333333,7.021566666666667,2,2.0392758603998256,1.019637930199913,D10 -> D20
STJRefGen,Serialize,Depth,Boolean,W=20,2,5,41.669333333333334,95.46666666666667,20.834666666666667,19.093333333333334,2.5,2.2910533725841544,0.9164213490336618,D2 -> D5
STJRefGen,Serialize,Depth,Boolean,W=20,5,10,95.46666666666667,196.54866666666666,19.093333333333334,19.654866666666667,2,2.0588198324022344,1.0294099162011172,D5 -> D10
STJRefGen,Serialize,Depth,Boolean,W=20,10,20,196.54866666666666,413.44866666666667,19.654866666666667,20.672433333333334,2,2.1035434820214163,1.0517717410107081,D10 -> D20
STJRefGen,Serialize,Depth,Boolean,W=50,2,5,93.85333333333334,247.82533333333333,46.92666666666667,49.56506666666667,2.5,2.6405597385992325,1.056223895439693,D2 -> D5
STJRefGen,Serialize,Depth,Boolean,W=50,5,10,247.82533333333333,511.7253333333333,49.56506666666667,51.172533333333334,2,2.0648628873023473,1.0324314436511737,D5 -> D10
STJRefGen,Serialize,Depth,Boolean,W=50,10,20,511.7253333333333,1002.5313333333334,51.172533333333334,50.12656666666667,2,1.9591199966648776,0.9795599983324388,D10 -> D20
STJRefGen,Serialize,Depth,Boolean,W=100,2,5,221.78666666666666,574.6133333333333,110.89333333333333,114.92266666666667,2.5,2.5908380425634245,1.0363352170253697,D2 -> D5
STJRefGen,Serialize,Depth,Boolean,W=100,5,10,574.6133333333333,1199.7233333333334,114.92266666666667,119.97233333333334,2,2.0878793855578244,1.0439396927789122,D5 -> D10
STJRefGen,Serialize,Depth,Boolean,W=100,10,20,1199.7233333333334,2963.5253333333335,119.97233333333334,148.17626666666666,2,2.470173956773367,1.2350869783866836,D10 -> D20
STJSrcGen,Deserialize,Depth,Textual,W=5,2,5,35.77066666666666,87.02799999999999,17.88533333333333,17.4056,2.5,2.4329431936782466,0.9731772774712987,D2 -> D5
STJSrcGen,Deserialize,Depth,Textual,W=5,5,10,87.02799999999999,182.04266666666666,17.4056,18.204266666666665,2,2.091771230715019,1.0458856153575093,D5 -> D10
STJSrcGen,Deserialize,Depth,Textual,W=5,10,20,182.04266666666666,378.05133333333333,18.204266666666665,18.902566666666665,2,2.0767182784988134,1.0383591392494067,D10 -> D20
STJSrcGen,Deserialize,Depth,Textual,W=20,2,5,131.17866666666666,326.05400000000003,65.58933333333333,65.2108,2.5,2.4855718409497483,0.9942287363798993,D2 -> D5
STJSrcGen,Deserialize,Depth,Textual,W=20,5,10,326.05400000000003,655.324,65.2108,65.5324,2,2.0098633968606423,1.0049316984303212,D5 -> D10
STJSrcGen,Deserialize,Depth,Textual,W=20,10,20,655.324,1339.492,65.5324,66.9746,2,2.04401486898084,1.02200743449042,D10 -> D20
STJSrcGen,Deserialize,Depth,Textual,W=50,2,5,331.81733333333335,813.6526666666667,165.90866666666668,162.73053333333334,2.5,2.45211019717676,0.9808440788707039,D2 -> D5
STJSrcGen,Deserialize,Depth,Textual,W=50,5,10,813.6526666666667,1619.32,162.73053333333334,161.932,2,1.9901858204852354,0.9950929102426177,D5 -> D10
STJSrcGen,Deserialize,Depth,Textual,W=50,10,20,1619.32,3259.3773333333334,161.932,162.96886666666666,2,2.0128061984866075,1.0064030992433037,D10 -> D20
STJSrcGen,Deserialize,Depth,Textual,W=100,2,5,1100.568,2948.2786666666666,550.284,589.6557333333333,2.5,2.678870062246646,1.0715480248986582,D2 -> D5
STJSrcGen,Deserialize,Depth,Textual,W=100,5,10,2948.2786666666666,5598.416666666667,589.6557333333333,559.8416666666667,2,1.8988763613027988,0.9494381806513994,D5 -> D10
STJSrcGen,Deserialize,Depth,Textual,W=100,10,20,5598.416666666667,12166.778666666667,559.8416666666667,608.3389333333333,2,2.1732535091767016,1.0866267545883508,D10 -> D20
STJSrcGen,Deserialize,Depth,Numeric,W=5,2,5,31.998,76.25,15.999,15.25,2.5,2.382961435089693,0.9531845740358772,D2 -> D5
STJSrcGen,Deserialize,Depth,Numeric,W=5,5,10,76.25,159.48133333333334,15.25,15.948133333333335,2,2.091558469945355,1.0457792349726778,D5 -> D10
STJSrcGen,Deserialize,Depth,Numeric,W=5,10,20,159.48133333333334,328.08133333333336,15.948133333333335,16.40406666666667,2,2.0571770154918863,1.0285885077459431,D10 -> D20
STJSrcGen,Deserialize,Depth,Numeric,W=20,2,5,112.45266666666667,283.37666666666667,56.226333333333336,56.675333333333334,2.5,2.5199639552048563,1.0079855820819426,D2 -> D5
STJSrcGen,Deserialize,Depth,Numeric,W=20,5,10,283.37666666666667,578.3986666666667,56.675333333333334,57.83986666666667,2,2.0410948913695552,1.0205474456847776,D5 -> D10
STJSrcGen,Deserialize,Depth,Numeric,W=20,10,20,578.3986666666667,1120.578,57.83986666666667,56.0289,2,1.937379984739476,0.968689992369738,D10 -> D20
STJSrcGen,Deserialize,Depth,Numeric,W=50,2,5,269.42266666666666,682.8306666666667,134.71133333333333,136.56613333333334,2.5,2.5344217512013345,1.0137687004805338,D2 -> D5
STJSrcGen,Deserialize,Depth,Numeric,W=50,5,10,682.8306666666667,1369.088,136.56613333333334,136.90879999999999,2,2.0050183256756675,1.0025091628378338,D5 -> D10
STJSrcGen,Deserialize,Depth,Numeric,W=50,10,20,1369.088,2750.5086666666666,136.90879999999999,137.52543333333332,2,2.0090079430004986,1.0045039715002493,D10 -> D20
STJSrcGen,Deserialize,Depth,Numeric,W=100,2,5,1084.978,2516.736,542.489,503.3472,2.5,2.319619383987509,0.9278477535950037,D2 -> D5
STJSrcGen,Deserialize,Depth,Numeric,W=100,5,10,2516.736,5505.842,503.3472,550.5842,2,2.187691517902553,1.0938457589512767,D5 -> D10
STJSrcGen,Deserialize,Depth,Numeric,W=100,10,20,5505.842,10071.524666666666,550.5842,503.57623333333333,2,1.829243314041098,0.914621657020549,D10 -> D20
STJSrcGen,Deserialize,Depth,Boolean,W=5,2,5,27.75,65.50066666666667,13.875,13.100133333333336,2.5,2.3603843843843846,0.9441537537537539,D2 -> D5
STJSrcGen,Deserialize,Depth,Boolean,W=5,5,10,65.50066666666667,139.166,13.100133333333336,13.916599999999999,2,2.124650130787473,1.0623250653937362,D5 -> D10
STJSrcGen,Deserialize,Depth,Boolean,W=5,10,20,139.166,278.8326666666667,13.916599999999999,13.941633333333334,2,2.003597622024537,1.0017988110122684,D10 -> D20
STJSrcGen,Deserialize,Depth,Boolean,W=20,2,5,95.608,234.412,47.804,46.882400000000004,2.5,2.4518031963852396,0.980721278554096,D2 -> D5
STJSrcGen,Deserialize,Depth,Boolean,W=20,5,10,234.412,490.97133333333335,46.882400000000004,49.09713333333333,2,2.094480373587245,1.0472401867936225,D5 -> D10
STJSrcGen,Deserialize,Depth,Boolean,W=20,10,20,490.97133333333335,953.6766666666667,49.09713333333333,47.68383333333334,2,1.9424284106200362,0.9712142053100182,D10 -> D20
STJSrcGen,Deserialize,Depth,Boolean,W=50,2,5,228.91400000000002,586.236,114.45700000000001,117.24719999999999,2.5,2.560944284753226,1.0243777139012904,D2 -> D5
STJSrcGen,Deserialize,Depth,Boolean,W=50,5,10,586.236,1191.598,117.24719999999999,119.15979999999999,2,2.032625086142782,1.016312543071391,D5 -> D10
STJSrcGen,Deserialize,Depth,Boolean,W=50,10,20,1191.598,2367.2433333333333,119.15979999999999,118.36216666666667,2,1.9866123754263882,0.9933061877131942,D10 -> D20
STJSrcGen,Deserialize,Depth,Boolean,W=100,2,5,994.3746666666666,2299.887333333333,497.1873333333333,459.9774666666666,2.5,2.3128981564293003,0.9251592625717201,D2 -> D5
STJSrcGen,Deserialize,Depth,Boolean,W=100,5,10,2299.887333333333,5046.372666666667,459.9774666666666,504.63726666666673,2,2.1941825556092462,1.0970912778046231,D5 -> D10
STJSrcGen,Deserialize,Depth,Boolean,W=100,10,20,5046.372666666667,9324.238,504.63726666666673,466.21189999999996,2,1.8477109432663115,0.9238554716331557,D10 -> D20
STJSrcGen,Serialize,Depth,Textual,W=5,2,5,13.484666666666666,29.314666666666668,6.742333333333333,5.862933333333333,2.5,2.1739259405744797,0.8695703762297919,D2 -> D5
STJSrcGen,Serialize,Depth,Textual,W=5,5,10,29.314666666666668,55.51533333333333,5.862933333333333,5.551533333333333,2,1.8937733102883652,0.9468866551441827,D5 -> D10
STJSrcGen,Serialize,Depth,Textual,W=5,10,20,55.51533333333333,108.75266666666667,5.551533333333333,5.437633333333333,2,1.958966291595115,0.9794831457975575,D10 -> D20
STJSrcGen,Serialize,Depth,Textual,W=20,2,5,46.336,113.446,23.168,22.6892,2.5,2.448333908839779,0.9793335635359116,D2 -> D5
STJSrcGen,Serialize,Depth,Textual,W=20,5,10,113.446,222.98466666666667,22.6892,22.298466666666666,2,1.9655577690413648,0.9827788845206824,D5 -> D10
STJSrcGen,Serialize,Depth,Textual,W=20,10,20,222.98466666666667,448.0346666666667,22.298466666666666,22.401733333333333,2,2.009262221318656,1.0046311106593278,D10 -> D20
STJSrcGen,Serialize,Depth,Textual,W=50,2,5,116.21933333333334,277.5686666666667,58.10966666666667,55.513733333333334,2.5,2.3883174916393717,0.9553269966557486,D2 -> D5
STJSrcGen,Serialize,Depth,Textual,W=50,5,10,277.5686666666667,552.6073333333334,55.513733333333334,55.260733333333334,2,1.9908851383321364,0.9954425691660682,D5 -> D10
STJSrcGen,Serialize,Depth,Textual,W=50,10,20,552.6073333333334,1145.9893333333334,55.260733333333334,57.299466666666675,2,2.073785967371648,1.036892983685824,D10 -> D20
STJSrcGen,Serialize,Depth,Textual,W=100,2,5,224.71066666666667,558.248,112.35533333333333,111.6496,2.5,2.484296843941543,0.9937187375766171,D2 -> D5
STJSrcGen,Serialize,Depth,Textual,W=100,5,10,558.248,1085.5413333333333,111.6496,108.55413333333334,2,1.9445503312745112,0.9722751656372556,D5 -> D10
STJSrcGen,Serialize,Depth,Textual,W=100,10,20,1085.5413333333333,2219.0886666666665,108.55413333333334,110.95443333333333,2,2.0442230972933935,1.0221115486466965,D10 -> D20
STJSrcGen,Serialize,Depth,Numeric,W=5,2,5,9.590666666666667,20.736666666666665,4.795333333333334,4.147333333333333,2.5,2.1621715556791323,0.8648686222716528,D2 -> D5
STJSrcGen,Serialize,Depth,Numeric,W=5,5,10,20.736666666666665,36.166666666666664,4.147333333333333,3.6166666666666663,2,1.7440925896158175,0.8720462948079086,D5 -> D10
STJSrcGen,Serialize,Depth,Numeric,W=5,10,20,36.166666666666664,72.66133333333333,3.6166666666666663,3.6330666666666667,2,2.0090691244239633,1.0045345622119817,D10 -> D20
STJSrcGen,Serialize,Depth,Numeric,W=20,2,5,31.430666666666667,75.71333333333334,15.715333333333334,15.142666666666667,2.5,2.4089000127264244,0.9635600050905697,D2 -> D5
STJSrcGen,Serialize,Depth,Numeric,W=20,5,10,75.71333333333334,143.34,15.142666666666667,14.334,2,1.893193625077045,0.9465968125385225,D5 -> D10
STJSrcGen,Serialize,Depth,Numeric,W=20,10,20,143.34,279.3186666666667,14.334,13.965933333333334,2,1.9486442491046927,0.9743221245523465,D10 -> D20
STJSrcGen,Serialize,Depth,Numeric,W=50,2,5,77.45266666666666,172.71733333333333,38.72633333333333,34.54346666666667,2.5,2.2299727145181145,0.8919890858072458,D2 -> D5
STJSrcGen,Serialize,Depth,Numeric,W=50,5,10,172.71733333333333,347.3813333333333,34.54346666666667,34.73813333333333,2,2.011270824005311,1.0056354120026554,D5 -> D10
STJSrcGen,Serialize,Depth,Numeric,W=50,10,20,347.3813333333333,719.9826666666667,34.73813333333333,35.99913333333333,2,2.0726003316240367,1.0363001658120183,D10 -> D20
STJSrcGen,Serialize,Depth,Numeric,W=100,2,5,143.60399999999998,349.77,71.80199999999999,69.954,2.5,2.4356563884014375,0.9742625553605749,D2 -> D5
STJSrcGen,Serialize,Depth,Numeric,W=100,5,10,349.77,766.436,69.954,76.6436,2,2.191257111816337,1.0956285559081684,D5 -> D10
STJSrcGen,Serialize,Depth,Numeric,W=100,10,20,766.436,1414.7746666666667,76.6436,70.73873333333333,2,1.845913640103892,0.9229568200519459,D10 -> D20
STJSrcGen,Serialize,Depth,Boolean,W=5,2,5,9.752,20.037333333333333,4.876,4.007466666666667,2.5,2.054689636313918,0.8218758545255673,D2 -> D5
STJSrcGen,Serialize,Depth,Boolean,W=5,5,10,20.037333333333333,35.462666666666664,4.007466666666667,3.5462666666666665,2,1.7698296513175404,0.8849148256587702,D5 -> D10
STJSrcGen,Serialize,Depth,Boolean,W=5,10,20,35.462666666666664,70.15133333333333,3.5462666666666665,3.5075666666666665,2,1.9781742301763356,0.9890871150881678,D10 -> D20
STJSrcGen,Serialize,Depth,Boolean,W=20,2,5,28.931333333333335,66.734,14.465666666666667,13.346799999999998,2.5,2.306634099131276,0.9226536396525103,D2 -> D5
STJSrcGen,Serialize,Depth,Boolean,W=20,5,10,66.734,128.54333333333332,13.346799999999998,12.854333333333333,2,1.9262045334212445,0.9631022667106224,D5 -> D10
STJSrcGen,Serialize,Depth,Boolean,W=20,10,20,128.54333333333332,262.6073333333333,12.854333333333333,13.130366666666665,2,2.0429479034307496,1.0214739517153748,D10 -> D20
STJSrcGen,Serialize,Depth,Boolean,W=50,2,5,70.566,172.20533333333333,35.283,34.441066666666664,2.5,2.440344263998715,0.976137705599486,D2 -> D5
STJSrcGen,Serialize,Depth,Boolean,W=50,5,10,172.20533333333333,339.1413333333333,34.441066666666664,33.91413333333333,2,1.9694008702788919,0.9847004351394459,D5 -> D10
STJSrcGen,Serialize,Depth,Boolean,W=50,10,20,339.1413333333333,679.0773333333333,33.91413333333333,33.95386666666666,2,2.002343172561292,1.0011715862806458,D10 -> D20
STJSrcGen,Serialize,Depth,Boolean,W=100,2,5,139.32,342.21333333333337,69.66,68.44266666666667,2.5,2.4563116087663897,0.9825246435065557,D2 -> D5
STJSrcGen,Serialize,Depth,Boolean,W=100,5,10,342.21333333333337,685.4306666666666,68.44266666666667,68.54306666666666,2,2.0029338424374656,1.0014669212187328,D5 -> D10
STJSrcGen,Serialize,Depth,Boolean,W=100,10,20,685.4306666666666,1436.6926666666668,68.54306666666666,71.83463333333334,2,2.096043752540982,1.048021876270491,D10 -> D20
Newtonsoft,Deserialize,Depth,Textual,W=5,2,5,65.40733333333334,146.13133333333334,32.70366666666667,29.226266666666668,2.5,2.2341735381353773,0.8936694152541508,D2 -> D5
Newtonsoft,Deserialize,Depth,Textual,W=5,5,10,146.13133333333334,274.7966666666667,29.226266666666668,27.479666666666667,2,1.8804773787962425,0.9402386893981213,D5 -> D10
Newtonsoft,Deserialize,Depth,Textual,W=5,10,20,274.7966666666667,549.742,27.479666666666667,27.487099999999998,2,2.0005410060772206,1.0002705030386103,D10 -> D20
Newtonsoft,Deserialize,Depth,Textual,W=20,2,5,227.248,549.8673333333334,113.624,109.97346666666667,2.5,2.4196795277992913,0.9678718111197165,D2 -> D5
Newtonsoft,Deserialize,Depth,Textual,W=20,5,10,549.8673333333334,1079.2713333333334,109.97346666666667,107.92713333333333,2,1.9627849626758453,0.9813924813379227,D5 -> D10
Newtonsoft,Deserialize,Depth,Textual,W=20,10,20,1079.2713333333334,2147.326,107.92713333333333,107.3663,2,1.9896071855887953,0.9948035927943977,D10 -> D20
Newtonsoft,Deserialize,Depth,Textual,W=50,2,5,571.3133333333333,1385.1246666666666,285.65666666666664,277.0249333333333,2.5,2.4244570988482677,0.9697828395393071,D2 -> D5
Newtonsoft,Deserialize,Depth,Textual,W=50,5,10,1385.1246666666666,2782.282,277.0249333333333,278.2282,2,2.0086870640284125,1.0043435320142062,D5 -> D10
Newtonsoft,Deserialize,Depth,Textual,W=50,10,20,2782.282,5682.548666666667,278.2282,284.12743333333333,2,2.042405718279695,1.0212028591398474,D10 -> D20
Newtonsoft,Deserialize,Depth,Textual,W=100,2,5,1205.4073333333333,2953.614666666667,602.7036666666667,590.7229333333333,2.5,2.4503042125179264,0.9801216850071705,D2 -> D5
Newtonsoft,Deserialize,Depth,Textual,W=100,5,10,2953.614666666667,5837.402,590.7229333333333,583.7402,2,1.976358685470594,0.988179342735297,D5 -> D10
Newtonsoft,Deserialize,Depth,Textual,W=100,10,20,5837.402,11918.164666666667,583.7402,595.9082333333333,2,2.0416898933235483,1.0208449466617742,D10 -> D20
Newtonsoft,Deserialize,Depth,Numeric,W=5,2,5,68.87733333333334,156.522,34.43866666666667,31.304399999999998,2.5,2.272474737697936,0.9089898950791744,D2 -> D5
Newtonsoft,Deserialize,Depth,Numeric,W=5,5,10,156.522,299.394,31.304399999999998,29.9394,2,1.9127918120136467,0.9563959060068233,D5 -> D10
Newtonsoft,Deserialize,Depth,Numeric,W=5,10,20,299.394,586.276,29.9394,29.313799999999997,2,1.9582089153423246,0.9791044576711624,D10 -> D20
Newtonsoft,Deserialize,Depth,Numeric,W=20,2,5,252.064,598.1633333333333,126.032,119.63266666666667,2.5,2.373061338919216,0.9492245355676865,D2 -> D5
Newtonsoft,Deserialize,Depth,Numeric,W=20,5,10,598.1633333333333,1168.7913333333333,119.63266666666667,116.87913333333333,2,1.953966865237477,0.9769834326187384,D5 -> D10
Newtonsoft,Deserialize,Depth,Numeric,W=20,10,20,1168.7913333333333,2305.2213333333334,116.87913333333333,115.26106666666666,2,1.97231213783812,0.98615606891906,D10 -> D20
Newtonsoft,Deserialize,Depth,Numeric,W=50,2,5,621.708,1540.75,310.854,308.15,2.5,2.4782534566066388,0.9913013826426553,D2 -> D5
Newtonsoft,Deserialize,Depth,Numeric,W=50,5,10,1540.75,3039.9653333333335,308.15,303.99653333333333,2,1.973042565849965,0.9865212829249825,D5 -> D10
Newtonsoft,Deserialize,Depth,Numeric,W=50,10,20,3039.9653333333335,6028.786666666667,303.99653333333333,301.43933333333337,2,1.9831761239382553,0.9915880619691279,D10 -> D20
Newtonsoft,Deserialize,Depth,Numeric,W=100,2,5,1291.358,3195.654666666667,645.679,639.1309333333334,2.5,2.474646586513319,0.9898586346053277,D2 -> D5
Newtonsoft,Deserialize,Depth,Numeric,W=100,5,10,3195.654666666667,6294.566,639.1309333333334,629.4566,2,1.969726599578344,0.984863299789172,D5 -> D10
Newtonsoft,Deserialize,Depth,Numeric,W=100,10,20,6294.566,12447.826000000001,629.4566,622.3913,2,1.9775511131347263,0.988775556567363,D10 -> D20
Newtonsoft,Deserialize,Depth,Boolean,W=5,2,5,55.174,123.08733333333333,27.587,24.617466666666665,2.5,2.2308937784705356,0.8923575113882142,D2 -> D5
Newtonsoft,Deserialize,Depth,Boolean,W=5,5,10,123.08733333333333,239.39333333333335,24.617466666666665,23.939333333333334,2,1.9449063266732023,0.9724531633366011,D5 -> D10
Newtonsoft,Deserialize,Depth,Boolean,W=5,10,20,239.39333333333335,446.534,23.939333333333334,22.3267,2,1.865273329805898,0.932636664902949,D10 -> D20
Newtonsoft,Deserialize,Depth,Boolean,W=20,2,5,190.61533333333335,451.98,95.30766666666668,90.396,2.5,2.3711628655267325,0.948465146210693,D2 -> D5
Newtonsoft,Deserialize,Depth,Boolean,W=20,5,10,451.98,920.5613333333333,90.396,92.05613333333334,2,2.036730238801127,1.0183651194005634,D5 -> D10
Newtonsoft,Deserialize,Depth,Boolean,W=20,10,20,920.5613333333333,1862.4026666666666,92.05613333333334,93.12013333333333,2,2.023116330470829,1.0115581652354142,D10 -> D20
Newtonsoft,Deserialize,Depth,Boolean,W=50,2,5,471.39133333333336,1158.5026666666668,235.69566666666668,231.70053333333334,2.5,2.4576240264635043,0.9830496105854017,D2 -> D5
Newtonsoft,Deserialize,Depth,Boolean,W=50,5,10,1158.5026666666668,2433.1553333333336,231.70053333333334,243.31553333333335,2,2.1002587247677176,1.0501293623838588,D5 -> D10
Newtonsoft,Deserialize,Depth,Boolean,W=50,10,20,2433.1553333333336,4774.084666666667,243.31553333333335,238.70423333333332,2,1.9620961314156402,0.9810480657078201,D10 -> D20
Newtonsoft,Deserialize,Depth,Boolean,W=100,2,5,969.0253333333334,2460.112,484.5126666666667,492.0224,2.5,2.5387489009575255,1.0154995603830101,D2 -> D5
Newtonsoft,Deserialize,Depth,Boolean,W=100,5,10,2460.112,5010.5813333333335,492.0224,501.05813333333333,2,2.0367289510938256,1.0183644755469128,D5 -> D10
